fname,labels,mids,split,multi_label,primary_label
46149,"Hi-hat,Cymbal,Percussion,Musical_instrument,Music","/m/03qtq,/m/01qbl,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Hi-hat
352271,Domestic_sounds_and_home_sounds,/t/dd00071,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Domestic_sounds_and_home_sounds
434275,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
97530,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Dishes_and_pots_and_pans
432442,"Sawing,Tools","/m/01b82r,/m/07k1x",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Sawing
213161,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
59767,"Singing,Human_voice","/m/015lz1,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Singing
186630,"Crash_cymbal,Cymbal,Percussion,Musical_instrument,Music","/m/0bm0k,/m/01qbl,/m/0l14md,/m/04szw,/m/04rlf",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Crash_cymbal
254130,"Ocean,Water","/m/05kq4,/m/0838f",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Ocean
368208,"Motorcycle,Motor_vehicle_(road),Vehicle","/m/04_sv,/m/012f08,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Motorcycle
181633,"Drawer_open_or_close,Domestic_sounds_and_home_sounds","/m/0fqfqc,/t/dd00071",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Drawer_open_or_close
371440,"Gunshot_and_gunfire,Explosion","/m/032s66,/m/014zdl",train,"[0, 0, 0, 1, 1, 0, 0, 0]",
62969,"Chime,Bell","/m/0f8s22,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chime
73122,"Sliding_door,Door,Domestic_sounds_and_home_sounds","/m/02y_763,/m/02dgv,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Sliding_door
50358,"Chicken_and_rooster,Fowl,Livestock_and_farm_animals_and_working_animals,Animal","/m/09b5t,/m/025rv6n,/m/0ch8v,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chicken_and_rooster
390534,"Ringtone,Keyboard_(musical),Musical_instrument,Music,Telephone,Alarm","/m/01hnzm,/m/05148p4,/m/04szw,/m/04rlf,/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
431783,"Wild_animals,Animal","/m/01280g,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Wild_animals
116935,"Harmonica,Musical_instrument,Music","/m/03qjg,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Harmonica
168512,"Breathing,Respiratory_sounds","/m/0lyf6,/m/09hlz4",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Breathing
402021,"Male_speech_and_man_speaking,Speech,Human_voice","/m/05zppz,/m/09x0r,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Male_speech_and_man_speaking
220619,"Screaming,Human_voice","/m/03qc9zr,/m/09l8g",val,"[1, 0, 0, 0, 0, 0, 0, 0]",
257781,"Rattle_(instrument),Percussion,Musical_instrument,Music","/m/05r5wn,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Rattle_(instrument)
114371,Glass,/m/039jq,train,"[0, 0, 0, 0, 0, 1, 0, 0]",
178410,"Screaming,Human_voice","/m/03qc9zr,/m/09l8g",train,"[1, 0, 0, 0, 0, 0, 0, 0]",
180699,"Cat,Domestic_animals_and_pets,Animal","/m/01yrx,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cat
389667,Crumpling_and_crinkling,/t/dd00112,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Crumpling_and_crinkling
262007,"Dog,Domestic_animals_and_pets,Animal","/m/0bt9lr,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Dog
327127,"Chatter,Tick-tock,Traffic_noise_and_roadway_noise,Human_group_actions,Clock,Mechanisms,Motor_vehicle_(road),Vehicle","/m/07rkbfh,/m/07qjznl,/m/0btp2,/t/dd00012,/m/01x3z,/t/dd00077,/m/012f08,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chatter
162265,"Boom,Explosion","/m/07qqyl4,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
9677,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
405805,"Brass_instrument,Musical_instrument,Music","/m/01kcd,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Brass_instrument
371292,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
29604,"Fill_(with_liquid),Sink_(filling_or_washing),Liquid,Domestic_sounds_and_home_sounds","/m/07p7b8y,/m/0130jx,/m/04k94,/t/dd00071",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Fill_(with_liquid)
95697,"Meow,Cat,Domestic_animals_and_pets,Animal","/m/07qrkrw,/m/01yrx,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Meow
116878,"Harmonica,Musical_instrument,Music","/m/03qjg,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Harmonica
399481,"Guitar,Plucked_string_instrument,Musical_instrument,Music","/m/0342h,/m/0fx80y,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Guitar
29685,"Door,Domestic_sounds_and_home_sounds","/m/02dgv,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Door
406172,"Motor_vehicle_(road),Vehicle","/m/012f08,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Motor_vehicle_(road)
268809,"Motor_vehicle_(road),Siren,Vehicle,Alarm","/m/012f08,/m/03kmc9,/m/07yv9,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 1, 1]",
75252,Glass,/m/039jq,train,"[0, 0, 0, 0, 0, 1, 0, 0]",
371290,"Boat_and_Water_vehicle,Vehicle","/m/019jd,/m/07yv9",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Boat_and_Water_vehicle
210697,"Tambourine,Percussion,Musical_instrument,Music","/m/07brj,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Tambourine
34940,"Packing_tape_and_duct_tape,Domestic_sounds_and_home_sounds","/m/05mxj0q,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Packing_tape_and_duct_tape
32034,"Brass_instrument,Musical_instrument,Music","/m/01kcd,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Brass_instrument
13963,Tap,/m/07qcpgn,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Tap
192392,"Motorcycle,Motor_vehicle_(road),Vehicle","/m/04_sv,/m/012f08,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Motorcycle
361674,Hands,/m/0k65p,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Hands
216279,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
389702,"Typing,Domestic_sounds_and_home_sounds","/m/0316dw,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Typing
28399,"Guitar,Plucked_string_instrument,Musical_instrument,Music","/m/0342h,/m/0fx80y,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Guitar
37175,Crumpling_and_crinkling,/t/dd00112,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Crumpling_and_crinkling
16463,"Camera,Mechanisms","/m/0dv5r,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Camera
156123,"Bicycle_bell,Alarm,Bicycle,Vehicle,Bell","/m/0gy1t2s,/m/07pp_mv,/m/0199g,/m/07yv9,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
221531,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
148796,Walk_and_footsteps,/m/07pbtc8,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Walk_and_footsteps
381894,"Screaming,Human_voice","/m/03qc9zr,/m/09l8g",train,"[1, 0, 0, 0, 0, 0, 0, 0]",
254834,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",val,"[0, 0, 0, 1, 0, 0, 0, 0]",
428784,"Giggle,Laughter,Human_voice","/m/07r660_,/m/01j3sz,/m/09l8g",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Giggle
76613,"Conversation,Speech,Human_voice","/m/01h8n0,/m/09x0r,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Conversation
353440,"Laughter,Human_voice","/m/01j3sz,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Laughter
418385,"Fixed-wing_aircraft_and_airplane,Aircraft,Vehicle","/m/0cmf2,/m/0k5j,/m/07yv9",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Fixed-wing_aircraft_and_airplane
82361,"Chuckle_and_chortle,Laughter,Human_voice","/m/07rgt08,/m/01j3sz,/m/09l8g",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Chuckle_and_chortle
352449,"Hiss,Human_voice","/m/07rjwbb,/m/09l8g",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Hiss
374065,"Trumpet,Brass_instrument,Musical_instrument,Music","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Trumpet
94689,"Chink_and_clink,Glass","/m/07q7njn,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
130247,Fire,/m/02_41,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fire
349808,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
136961,"Plucked_string_instrument,Musical_instrument,Music","/m/0fx80y,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Plucked_string_instrument
386127,Tools,/m/07k1x,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Tools
253645,"Insect,Wild_animals,Animal","/m/03vt0,/m/01280g,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Insect
275216,Hands,/m/0k65p,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Hands
190249,Human_voice,/m/09l8g,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Human_voice
242686,"Chuckle_and_chortle,Laughter,Human_voice","/m/07rgt08,/m/01j3sz,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chuckle_and_chortle
402402,"Splash_and_splatter,Liquid","/m/07rrlb6,/m/04k94",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Splash_and_splatter
146976,"Cat,Domestic_animals_and_pets,Animal","/m/01yrx,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cat
167553,"Ringtone,Telephone,Alarm","/m/01hnzm,/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
76622,"Male_singing,Singing,Human_voice","/t/dd00003,/m/015lz1,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Male_singing
87078,"Hiss,Crackle","/m/07rjwbb,/m/07pzfmf",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Hiss
21811,"Skateboard,Vehicle","/m/06_fw,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Skateboard
343954,"Screaming,Yell,Human_voice,Shout","/m/03qc9zr,/m/07sr1lc,/m/09l8g,/m/07p6fty",train,"[1, 1, 0, 0, 0, 0, 0, 0]",
233106,"Fowl,Livestock_and_farm_animals_and_working_animals,Animal","/m/025rv6n,/m/0ch8v,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fowl
322498,"Boom,Explosion","/m/07qqyl4,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
127821,"Insect,Wild_animals,Animal","/m/03vt0,/m/01280g,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Insect
199743,Explosion,/m/014zdl,train,"[0, 0, 0, 1, 0, 0, 0, 0]",
173613,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
233420,"Splash_and_splatter,Liquid","/m/07rrlb6,/m/04k94",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Splash_and_splatter
33772,"Drip,Liquid","/m/07r5v4s,/m/04k94",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Drip
344416,"Gasp,Breathing,Respiratory_sounds","/m/07s0dtb,/m/0lyf6,/m/09hlz4",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Gasp
240718,"Rain,Water","/m/06mb1,/m/0838f",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Rain
255700,"Vehicle_horn_and_car_horn_and_honking,Motor_vehicle_(road),Car,Vehicle,Alarm","/m/0912c9,/m/012f08,/m/0k4j,/m/07yv9,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
101241,"Traffic_noise_and_roadway_noise,Motor_vehicle_(road),Vehicle","/m/0btp2,/m/012f08,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Traffic_noise_and_roadway_noise
351746,"Waves_and_surf,Ocean,Water","/m/034srq,/m/05kq4,/m/0838f",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Waves_and_surf
435557,"Tap,Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/07qcpgn,/m/04brg2,/t/dd00071",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Tap
344899,"Frying_(food),Domestic_sounds_and_home_sounds","/m/0dxrf,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Frying_(food)
121908,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
364271,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
382809,"Cowbell,Bell","/m/0239kh,/m/0395lw",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Cowbell
179315,"Screaming,Yell,Human_voice,Shout","/m/03qc9zr,/m/07sr1lc,/m/09l8g,/m/07p6fty",train,"[1, 1, 0, 0, 0, 0, 0, 0]",
162709,"Subway_and_metro_and_underground,Rail_transport,Vehicle","/m/0195fx,/m/06d_3,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Subway_and_metro_and_underground
431535,Tap,/m/07qcpgn,val,"[0, 0, 0, 0, 0, 0, 0, 0]",Tap
64006,"Cat,Domestic_animals_and_pets,Animal","/m/01yrx,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cat
106487,"Idling,Car,Motor_vehicle_(road),Vehicle,Engine","/m/07pb8fc,/m/0k4j,/m/012f08,/m/07yv9,/m/02mk9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Idling
157801,"Gunshot_and_gunfire,Explosion","/m/032s66,/m/014zdl",train,"[0, 0, 0, 1, 1, 0, 0, 0]",
332423,"Fowl,Livestock_and_farm_animals_and_working_animals,Animal","/m/025rv6n,/m/0ch8v,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fowl
31359,"Gasp,Breathing,Respiratory_sounds","/m/07s0dtb,/m/0lyf6,/m/09hlz4",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Gasp
417695,"Boat_and_Water_vehicle,Vehicle","/m/019jd,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Boat_and_Water_vehicle
170894,"Drawer_open_or_close,Domestic_sounds_and_home_sounds","/m/0fqfqc,/t/dd00071",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Drawer_open_or_close
60553,"Screech,Door,Domestic_sounds_and_home_sounds","/m/07q8k13,/m/02dgv,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Screech
33745,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
373351,"Wind_instrument_and_woodwind_instrument,Musical_instrument,Music","/m/085jw,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Wind_instrument_and_woodwind_instrument
548,"Printer,Mechanisms","/m/01m4t,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Printer
374858,"Brass_instrument,Musical_instrument,Music","/m/01kcd,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Brass_instrument
14301,"Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music","/m/07s0s5r,/m/0342h,/m/0fx80y,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Strum
75658,"Gull_and_seagull,Bird,Wild_animals,Animal","/m/01dwxx,/m/015p6,/m/01280g,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Gull_and_seagull
387532,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
198338,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
384022,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Mechanical_fan
204120,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
134952,"Microwave_oven,Alarm,Domestic_sounds_and_home_sounds","/m/0fx9l,/m/07pp_mv,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
403439,"Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm","/m/03wwcy,/m/02dgv,/t/dd00071,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
109754,"Squeak,Glass,Hands","/m/07q6cd_,/m/039jq,/m/0k65p",val,"[0, 0, 0, 0, 0, 1, 0, 0]",
268649,"Cat,Domestic_animals_and_pets,Animal","/m/01yrx,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cat
99250,"Ratchet_and_pawl,Percussion,Mechanisms,Musical_instrument,Music","/m/02bm9n,/m/0l14md,/t/dd00077,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Ratchet_and_pawl
323123,"Bicycle_bell,Alarm,Bicycle,Vehicle,Bell","/m/0gy1t2s,/m/07pp_mv,/m/0199g,/m/07yv9,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
410757,"Water_tap_and_faucet,Domestic_sounds_and_home_sounds","/m/02jz0l,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Water_tap_and_faucet
333725,"Accordion,Musical_instrument,Music","/m/0mkg,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Accordion
79048,"Writing,Domestic_sounds_and_home_sounds","/m/081rb,/t/dd00071",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Writing
432689,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
239686,"Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music","/m/018vs,/m/0342h,/m/0fx80y,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Bass_guitar
189778,"Boom,Explosion","/m/07qqyl4,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
43432,Screech,/m/07q8k13,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Screech
151208,Walk_and_footsteps,/m/07pbtc8,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Walk_and_footsteps
325349,Liquid,/m/04k94,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Liquid
33655,"Female_speech_and_woman_speaking,Yell,Speech,Human_voice,Shout","/m/02zsn,/m/07sr1lc,/m/09x0r,/m/09l8g,/m/07p6fty",train,"[0, 1, 0, 0, 0, 0, 0, 0]",
106744,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
54193,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
35056,"Toilet_flush,Domestic_sounds_and_home_sounds","/m/01jt3m,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Toilet_flush
179991,"Chuckle_and_chortle,Laughter,Human_voice","/m/07rgt08,/m/01j3sz,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chuckle_and_chortle
110408,"Church_bell,Percussion,Musical_instrument,Music,Bell","/m/03w41f,/m/0l14md,/m/04szw,/m/04rlf,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Church_bell
235881,"Dog,Domestic_animals_and_pets,Animal","/m/0bt9lr,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Dog
78983,"Bicycle,Vehicle","/m/0199g,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Bicycle
77036,"Accelerating_and_revving_and_vroom,Engine","/m/07q2z82,/m/02mk9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Accelerating_and_revving_and_vroom
125967,"Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm","/m/03wwcy,/m/02dgv,/t/dd00071,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
128428,Thump_and_thud,/m/07qnq_y,val,"[0, 0, 0, 0, 0, 0, 0, 0]",Thump_and_thud
175400,"Microwave_oven,Domestic_sounds_and_home_sounds","/m/0fx9l,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Microwave_oven
234041,"Female_speech_and_woman_speaking,Yell,Speech,Human_voice,Shout","/m/02zsn,/m/07sr1lc,/m/09x0r,/m/09l8g,/m/07p6fty",val,"[0, 1, 0, 0, 0, 0, 0, 0]",
178318,"Harp,Musical_instrument,Music","/m/03m5k,/m/04szw,/m/04rlf",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Harp
167448,"Whispering,Speech,Human_voice","/m/02rtxlg,/m/09x0r,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Whispering
217955,"Sigh,Human_voice","/m/07plz5l,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Sigh
60127,"Rain,Water","/m/06mb1,/m/0838f",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Rain
11578,"Fill_(with_liquid),Liquid","/m/07p7b8y,/m/04k94",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fill_(with_liquid)
24966,"Purr,Cat,Domestic_animals_and_pets,Animal","/m/02yds9,/m/01yrx,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Purr
39984,"Fixed-wing_aircraft_and_airplane,Aircraft,Vehicle","/m/0cmf2,/m/0k5j,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fixed-wing_aircraft_and_airplane
183870,Explosion,/m/014zdl,train,"[0, 0, 0, 1, 0, 0, 0, 0]",
374055,"Trumpet,Brass_instrument,Musical_instrument,Music","/m/07gql,/m/01kcd,/m/04szw,/m/04rlf",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Trumpet
420557,"Stream,Water","/m/0j6m2,/m/0838f",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Stream
260951,"Computer_keyboard,Typing,Domestic_sounds_and_home_sounds","/m/01m2v,/m/0316dw,/t/dd00071",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Computer_keyboard
408304,"Water_tap_and_faucet,Domestic_sounds_and_home_sounds","/m/02jz0l,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Water_tap_and_faucet
221951,"Applause,Cheering,Human_group_actions","/m/028ght,/m/053hz1,/t/dd00012",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Applause
32629,"Drawer_open_or_close,Bell,Mechanisms,Domestic_sounds_and_home_sounds","/m/0fqfqc,/m/0395lw,/t/dd00077,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Drawer_open_or_close
96112,"Marimba_and_xylophone,Mallet_percussion,Percussion,Musical_instrument,Music","/m/0dwsp,/m/0j45pbj,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Marimba_and_xylophone
338049,"Screaming,Human_voice","/m/03qc9zr,/m/09l8g",train,"[1, 0, 0, 0, 0, 0, 0, 0]",
97573,"Zipper_(clothing),Domestic_sounds_and_home_sounds","/m/01s0vc,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Zipper_(clothing)
435415,"Boom,Explosion","/m/07qqyl4,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
95752,"Wind_chime,Chime,Bell","/m/026fgl,/m/0f8s22,/m/0395lw",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Wind_chime
245888,"Keys_jangling,Car_passing_by,Traffic_noise_and_roadway_noise,Alarm,Car,Motor_vehicle_(road),Vehicle,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00134,/m/0btp2,/m/07pp_mv,/m/0k4j,/m/012f08,/m/07yv9,/t/dd00071",val,"[0, 0, 0, 0, 0, 0, 0, 1]",
153878,"Bowed_string_instrument,Musical_instrument,Music","/m/0l14_3,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Bowed_string_instrument
192396,"Motorcycle,Motor_vehicle_(road),Vehicle","/m/04_sv,/m/012f08,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Motorcycle
23880,"Crying_and_sobbing,Human_voice","/m/0463cq4,/m/09l8g",train,"[0, 0, 1, 0, 0, 0, 0, 0]",
370314,Tap,/m/07qcpgn,val,"[0, 0, 0, 0, 0, 0, 0, 0]",Tap
120550,"Mallet_percussion,Percussion,Musical_instrument,Music","/m/0j45pbj,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Mallet_percussion
373719,"Organ,Keyboard_(musical),Musical_instrument,Music","/m/013y1f,/m/05148p4,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Organ
182017,"Giggle,Laughter,Human_voice","/m/07r660_,/m/01j3sz,/m/09l8g",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Giggle
7973,"Insect,Wild_animals,Animal","/m/03vt0,/m/01280g,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Insect
232530,"Microwave_oven,Domestic_sounds_and_home_sounds","/m/0fx9l,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Microwave_oven
116365,"Mallet_percussion,Percussion,Musical_instrument,Music","/m/0j45pbj,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Mallet_percussion
194463,Chewing_and_mastication,/m/03cczk,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chewing_and_mastication
