ytid,start_s,end_s,labels,Scream,Shout,Crying,Explosion,Gunshot,Glass,Siren,Alarm
icPBKqFUo_A,220.0,230.0,"/m/01y3hg,/m/04rlf,/m/0c3f7m",0,0,0,0,0,0,0,1
723KuaTtsVc,50.0,60.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
gwxo5QpVCAg,22.0,32.0,"/m/012ndj,/m/07r04,/m/07yv9",0,0,0,0,0,0,1,0
wsEYGV_ID7E,10.0,20.0,"/m/03qc9zr,/m/0463cq4,/t/dd00002",1,0,1,0,0,0,0,0
LrQk1sYrCFg,24.0,34.0,/t/dd00002,0,0,1,0,0,0,0,0
EeabJNTmJHQ,20.0,30.0,/m/032s66,0,0,0,0,1,0,0,0
Nh6c44Rt8nk,560.0,570.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
JqpBnYq1pnM,130.0,140.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
iiI2Qwgl39k,420.0,430.0,/m/03qc9zr,1,0,0,0,0,0,0,0
7ELBoq77Q0w,110.0,120.0,"/g/122z_qxw,/m/0g6b5",0,0,0,1,0,0,0,0
BxZDM450Nac,30.0,40.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
6uDsMOHpCK8,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
3qLlVBcYUo4,30.0,40.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
-fKLFmdZXiA,20.0,30.0,/m/01y3hg,0,0,0,0,0,0,0,1
kz1KSELgbxA,20.0,30.0,/m/04rlf,0,0,0,0,0,0,0,0
WYYfg7_11kg,30.0,40.0,"/g/122z_qxw,/m/04rlf,/m/0g6b5",0,0,0,1,0,0,0,0
dV4Ne2iBmBE,60.0,70.0,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5",0,0,0,0,0,0,0,0
KuggB26Gjk0,40.0,50.0,"/m/039jq,/m/04rlf,/m/0m0jc",0,0,0,0,0,1,0,0
ZZXFQtGcdA0,30.0,40.0,"/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
8jN5OJJLfZ4,230.0,240.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
rskUahE5VDE,0.0,10.0,"/m/0g6b5,/t/dd00013,/t/dd00128",0,0,0,1,0,0,0,0
uzGmHPwyLIc,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
JTuQWkosSv4,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
E35wFEkyS_4,540.0,550.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
Sk08D2hhY10,20.0,30.0,/m/0g6b5,0,0,0,1,0,0,0,0
7fWc1XYNUnk,21.0,31.0,"/m/014zdl,/m/09x0r",0,0,0,1,0,0,0,0
0snY9mFTLNI,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
DL2-aAEta7A,30.0,40.0,"/m/032s66,/m/0_1c",0,0,0,0,1,0,0,0
9mIN-p8N1jI,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
lNnj9q0oVLY,90.0,100.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
NhqtxC6LVl8,2.0,12.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
Rr9ZwOwFQ2I,0.0,10.0,"/m/04rlf,/m/07p6fty,/m/07rwj3x,/m/09x0r,/t/dd00126",0,1,0,0,0,0,0,0
cDGsEFsX4zU,80.0,90.0,"/m/039jq,/m/0838f,/m/09x0r",0,0,0,0,0,1,0,0
dPEgsunpsis,20.0,30.0,/m/032s66,0,0,0,0,1,0,0,0
qN2WeWvBk8Q,10.0,20.0,"/m/012ndj,/m/03j1ly,/m/03kmc9,/m/07yv9,/m/09x0r",0,0,0,0,0,0,1,0
NV2X5ysWJQ4,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
2FBMlK7F8O8,30.0,40.0,"/m/026z9,/m/02x8m,/m/04rlf,/m/06j6l,/m/09x0r,/m/0ggx5q",0,0,0,0,0,0,0,0
PTd_n0WoRyA,11.0,21.0,"/m/032s66,/m/0_1c",0,0,0,0,1,0,0,0
TyX8YrDfR_I,0.0,10.0,/m/0c3f7m,0,0,0,0,0,0,0,1
UxWiTwlMLAk,60.0,70.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
WUypUDgXF-Y,30.0,40.0,"/m/09x0r,/t/dd00127",0,0,0,0,0,0,0,0
fBDhEkpKTe4,50.0,60.0,"/m/0463cq4,/m/05zppz,/m/09x0r",0,0,1,0,0,0,0,0
IG9BJDW7UBs,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
dQ8XK9vWe84,200.0,210.0,"/m/04rlf,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
nX-Si6WUpNs,170.0,180.0,"/m/07pp_mv,/m/09x0r",0,0,0,0,0,0,0,1
FZnYwEq8OYA,0.0,10.0,/m/039jq,0,0,0,0,0,1,0,0
b2oD6FerqqI,30.0,40.0,/m/03kmc9,0,0,0,0,0,0,1,0
cj8ZyI_S9gY,6.0,16.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
hZFC7k-u6DE,160.0,170.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
CI_4RRXG_1w,30.0,40.0,"/m/0_1c,/m/0g6b5",0,0,0,1,0,0,0,0
Q_db0UotL0M,40.0,50.0,"/m/07pp_mv,/m/0c3f7m",0,0,0,0,0,0,0,1
Ur-TlspWK6Y,50.0,60.0,/m/039jq,0,0,0,0,0,1,0,0
JIDLDxxxLR8,20.0,30.0,"/m/01h8n0,/m/09x0r",0,0,0,0,0,0,0,0
W1q1TEJ36Zg,10.0,20.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
-sezehWyWng,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
CT1RIngdLQI,30.0,40.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
1YGxqpHhMGQ,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
uap7tWPKn3s,80.0,90.0,/m/0g6b5,0,0,0,1,0,0,0,0
-ZtZOcg3s7M,30.0,40.0,"/m/02mfyn,/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,1
d-zH-RFj1EU,0.0,10.0,"/m/07pp_mv,/m/09x0r,/t/dd00125",0,0,0,0,0,0,0,1
WDk_ccFHrZw,130.0,140.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
8tbm8V9vyMk,120.0,130.0,"/m/039jq,/m/07k1x,/m/09x0r",0,0,0,0,0,1,0,0
B4UQjCnGxks,22.0,32.0,/m/03kmc9,0,0,0,0,0,0,1,0
pvthl9i30TI,30.0,40.0,/m/07pp_mv,0,0,0,0,0,0,0,1
55TPaoyaNCQ,30.0,40.0,"/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",0,0,0,0,0,0,0,0
Fl1FCMWpRMc,40.0,50.0,"/m/07pp_mv,/m/07yv9,/m/0k4j",0,0,0,0,0,0,0,1
m7veq4U8m60,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
aV-W27Udp0A,250.0,260.0,"/m/028v0c,/m/09x0r",0,0,0,0,0,0,0,0
LQ1yuxtn4dg,10.0,20.0,"/g/122z_qxw,/m/09x0r,/m/0g6b5,/t/dd00128",0,0,0,1,0,0,0,0
09YQukdYVI4,30.0,40.0,"/m/03qc9zr,/m/03qtwd,/m/04rlf,/m/07qfr4h,/m/09x0r",1,0,0,0,0,0,0,0
_hhW1f0zkhU,80.0,90.0,"/m/03j1ly,/m/04qvtq,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128",0,0,0,0,0,0,1,0
7PHdCRWYluw,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
8LJdmbVxVqw,230.0,240.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
0pZvbp2X7to,360.0,370.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
wA_8eyt8pZ0,140.0,150.0,"/m/039jq,/m/07q7njn,/m/09x0r",0,0,0,0,0,1,0,0
5oQPSGsNhe8,0.0,10.0,/m/014zdl,0,0,0,1,0,0,0,0
VY64l2clKq0,30.0,40.0,"/m/039jq,/m/0838f",0,0,0,0,0,1,0,0
Uv-g-Yo5FRw,40.0,50.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
sb6lAMOCtSA,30.0,40.0,"/m/09x0r,/t/dd00125",0,0,0,0,0,0,0,0
aL3hfyfyxh8,110.0,120.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
WERZbCb7160,120.0,130.0,/m/09x0r,0,0,0,0,0,0,0,0
Ndn-5RdYXTg,30.0,40.0,"/m/07qz6j3,/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
HDr9Fd7tGxk,8.0,18.0,"/m/014zdl,/m/04rlf,/m/09x0r",0,0,0,1,0,0,0,0
VSOOTMe6AqM,30.0,40.0,"/m/014zdl,/m/04rlf,/m/07pjjrj",0,0,0,1,0,0,0,0
FX7m8rS8Ac4,11.0,21.0,"/m/07qz6j3,/t/dd00002",0,0,1,0,0,0,0,0
BTeHUpmCyWs,340.0,350.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
JDFoTTtmAGA,5.0,15.0,"/m/032s66,/m/0_1c",0,0,0,0,1,0,0,0
4v_Cy4NpKjM,0.0,5.0,"/m/014zdl,/m/09x0r",0,0,0,1,0,0,0,0
WOBEin8e-PE,340.0,350.0,/m/04rlf,0,0,0,0,0,0,0,0
RuerOXQ75uM,30.0,40.0,"/m/04rlf,/m/07sbbz2,/m/09x0r",0,0,0,0,0,0,0,0
wjpmyeC_RD0,0.0,8.0,/m/03qc9zr,1,0,0,0,0,0,0,0
s235MaSXnHI,120.0,130.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00127",0,1,0,0,0,0,0,0
qzj98dxpC4I,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
8pr6xUafFPQ,320.0,330.0,"/m/03qtwd,/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
yzbfA84qLOg,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
sMjWCcSva2M,2.0,12.0,/t/dd00002,0,0,1,0,0,0,0,0
C9JUApc2XhQ,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
HJ84Jk3WYD0,20.0,30.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
9rgoraScw8M,30.0,40.0,/m/0g6b5,0,0,0,1,0,0,0,0
8LYY2pQPd80,100.0,110.0,/m/03qc9zr,1,0,0,0,0,0,0,0
NpD3uEqV5Us,40.0,50.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
cqX5Crvjivc,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
R4AnnEmjqy0,21.0,31.0,"/m/014zdl,/m/04rlf,/m/07qsvvw,/m/09x0r",0,0,0,1,0,0,0,0
ECGmCRE_QTM,100.0,110.0,"/m/039jq,/m/07q7njn",0,0,0,0,0,1,0,0
QVJ0NATvxHI,50.0,60.0,"/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
CuDnm77wb0M,17.0,27.0,"/m/09ddx,/m/09x0r",0,0,0,0,0,0,0,0
I-ZTv2iR6T8,150.0,160.0,"/m/04rlf,/m/06by7,/m/07p6fty",0,1,0,0,0,0,0,0
sIo2riMp0cQ,30.0,40.0,"/m/03j1ly,/m/03kmc9,/m/07yv9",0,0,0,0,0,0,1,0
81Md6tkzJPA,160.0,170.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126",0,1,0,0,0,0,0,0
YQZoNZol3C8,0.0,10.0,"/m/04rlf,/m/04szw,/m/06cqb",0,0,0,0,0,0,0,0
eXK2J-oz5h0,30.0,40.0,"/m/014zdl,/m/07qsvvw",0,0,0,1,0,0,0,0
_2SPwrdtL-Q,30.0,40.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
jJdoFZDwPMU,160.0,170.0,"/m/039jq,/m/07q7njn,/m/09x0r",0,0,0,0,0,1,0,0
wYPUfTY0W1c,30.0,40.0,/m/032s66,0,0,0,0,1,0,0,0
5rX_j1DR1oQ,50.0,60.0,"/m/015lz1,/m/04rlf,/m/06by7,/m/07p6fty",0,1,0,0,0,0,0,0
S9Dml-ioESk,50.0,60.0,"/m/0463cq4,/m/07r660_,/m/09x0r,/t/dd00002,/t/dd00125",0,0,1,0,0,0,0,0
9-Yp6ovBrW8,100.0,110.0,"/m/02_41,/m/032s66",0,0,0,0,1,0,0,0
SYgw-pkXS6Q,260.0,270.0,"/m/015lz1,/m/04rlf,/m/06by7,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
lqGtL8sUo_g,30.0,40.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
ypiD7L4RZSQ,0.0,8.0,/m/032s66,0,0,0,0,1,0,0,0
2_2efspUwgc,10.0,20.0,"/m/012ndj,/m/03j1ly,/m/07r04,/m/07yv9",0,0,0,0,0,0,1,0
6WVCDuA2BeE,180.0,190.0,/m/0c3f7m,0,0,0,0,0,0,0,1
bjA3gCODpnI,0.0,10.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
CijGA_NHUlM,10.0,20.0,"/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/07p6fty",0,1,0,0,0,0,0,0
ijwHLDS54mM,200.0,210.0,"/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
LXos7b2qYj4,30.0,40.0,/m/032s66,0,0,0,0,1,0,0,0
5z4AHK3I1-g,360.0,370.0,"/m/02zsn,/m/09x0r",0,0,0,0,0,0,0,0
zsgxbesTbjM,22.0,32.0,/t/dd00002,0,0,1,0,0,0,0,0
Q-4UAwwVE5c,310.0,320.0,"/m/028ght,/m/09x0r",0,0,0,0,0,0,0,0
JLsyEq_8Pmg,110.0,120.0,"/m/015lz1,/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
bJ6jya23cIQ,20.0,30.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
5Pk_lNJ7GPo,30.0,40.0,"/m/039jq,/m/07q7njn,/m/09x0r",0,0,0,0,0,1,0,0
iKivwyKB05k,100.0,110.0,/m/02mfyn,0,0,0,0,0,0,0,1
YDlPqwS813o,30.0,40.0,"/m/01qbl,/m/03qtq,/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
AlHqJsWDPrU,110.0,120.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
ovPqn8y3wF0,0.0,10.0,/m/03qc9zr,1,0,0,0,0,0,0,0
UW66QwVxFmQ,0.0,10.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
zdA9qFbaWQQ,100.0,110.0,"/m/04rlf,/m/06_fw,/m/09x0r",0,0,0,0,0,0,0,0
g7mspe3h5ko,30.0,40.0,/m/032s66,0,0,0,0,1,0,0,0
zEUVQr3aWGE,320.0,330.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126",0,1,0,0,0,0,0,0
LfV3GlJjbJA,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
zwt0-btmexk,0.0,10.0,"/m/02fs_r,/m/07pp_mv",0,0,0,0,0,0,0,1
5ew7LsoymDo,390.0,400.0,"/m/014zdl,/m/04rlf,/m/07qqyl4,/m/09x0r",0,0,0,1,0,0,0,0
PhmKzxJ0dW4,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
zeglxv4xTWY,0.0,10.0,"/m/04rlf,/m/07p6fty,/m/09x0r,/t/dd00128",0,1,0,0,0,0,0,0
jCePUAKGhuU,10.0,20.0,"/m/039jq,/m/0l14t7",0,0,0,0,0,1,0,0
uOTdkvDy1Yw,60.0,70.0,/m/02mfyn,0,0,0,0,0,0,0,1
cQbpcLTDJBw,50.0,60.0,/m/02mfyn,0,0,0,0,0,0,0,1
P8m4GV1F4Ec,0.0,5.0,"/m/032s66,/m/0c1dj",0,0,0,0,1,0,0,0
AU3WsFtKSc4,30.0,40.0,/m/032s66,0,0,0,0,1,0,0,0
1Hf_1QejY4I,10.0,20.0,/m/07pp_mv,0,0,0,0,0,0,0,1
rVk-w0ZMZqk,160.0,170.0,"/m/04rlf,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
UszdhyB90Fo,40.0,50.0,/m/04rlf,0,0,0,0,0,0,0,0
26RwzvqsXUM,80.0,90.0,"/m/03m9d0z,/m/09x0r,/m/0g6b5,/t/dd00092",0,0,0,1,0,0,0,0
6V2n63P3m18,30.0,40.0,/m/014zdl,0,0,0,1,0,0,0,0
DptWWXVlKHw,40.0,50.0,"/m/07pp_mv,/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
CmXA759VLZo,7.0,17.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
rQWLdX5UEJQ,0.0,10.0,"/m/09x0r,/t/dd00128",0,0,0,0,0,0,0,0
Qn0zyQDy3Fk,0.0,5.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
p_wmW_wXXp8,330.0,340.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126",0,1,0,0,0,0,0,0
4QTVyICVXgc,26.0,36.0,/m/03kmc9,0,0,0,0,0,0,1,0
GkjOxHet1HM,150.0,160.0,"/m/04rlf,/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
DItNfmX3jV8,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
tjOt2iRa6kA,90.0,100.0,"/m/03qc9zr,/m/09x0r,/t/dd00125",1,0,0,0,0,0,0,0
hrxUUy7Fir8,0.0,8.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
JBYp4H5iwYY,360.0,370.0,/m/0g6b5,0,0,0,1,0,0,0,0
cPvKoxltlP8,50.0,60.0,/m/0c3f7m,0,0,0,0,0,0,0,1
qBeSf86MFyg,20.0,30.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
Pd5Ub_tFci8,250.0,260.0,"/m/01y3hg,/m/09x0r,/t/dd00125",0,0,0,0,0,0,0,1
2GghpZZ9U7Q,200.0,210.0,/m/02mfyn,0,0,0,0,0,0,0,1
jSFlBbpBrDo,10.0,20.0,"/m/039jq,/m/07qwdck,/m/09x0r",0,0,0,0,0,1,0,0
-Ic7AXv4hH0,0.0,9.0,"/m/03qc9zr,/t/dd00125",1,0,0,0,0,0,0,0
RPwN3bt8RGU,0.0,6.0,"/m/039jq,/m/07pc8lb",0,0,0,0,0,1,0,0
pNM3XFtRMZs,30.0,35.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
WksEGbwu8P4,150.0,160.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
_zzhHu7HwZc,30.0,40.0,"/m/03qc9zr,/m/03qtwd,/m/04rlf",1,0,0,0,0,0,0,0
td0c0qoHDq0,30.0,40.0,"/m/032s66,/m/0_1c",0,0,0,0,1,0,0,0
OcJAdW8E_00,0.0,7.0,"/m/014zdl,/m/07qsvvw",0,0,0,1,0,0,0,0
PWeAO_dCJDw,0.0,10.0,/m/0g6b5,0,0,0,1,0,0,0,0
Yd_2NDxfbnc,70.0,80.0,"/m/039jq,/m/07pb8fc",0,0,0,0,0,1,0,0
wM2MjZgCZho,30.0,40.0,"/m/028ght,/m/04rlf,/m/053hz1,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
zGqWGTVYYGk,80.0,90.0,"/m/01y3hg,/m/09x0r",0,0,0,0,0,0,0,1
pujqLw22ugA,520.0,530.0,/m/09x0r,0,0,0,0,0,0,0,0
xF1PsFXmzbI,0.0,10.0,/m/02mfyn,0,0,0,0,0,0,0,1
BT6SKPxLC3c,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
9_ZE_cCGbgc,160.0,170.0,/m/032s66,0,0,0,0,1,0,0,0
VPthmDW5lzI,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
I5fDUdH6DEY,14.0,24.0,"/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
FBoBy_vJwQY,0.0,5.0,"/m/014zdl,/m/07qsvvw",0,0,0,1,0,0,0,0
WOryMIlqkTY,210.0,220.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
by5dlbUUWoc,60.0,70.0,"/m/015lz1,/m/04rlf,/m/0l14jd",0,0,0,0,0,0,0,0
7mez1SkVSmY,70.0,80.0,"/m/04rlf,/m/09x0r,/m/0y4f8",0,0,0,0,0,0,0,0
pebswdHR2ts,90.0,100.0,"/m/039jq,/m/07yv9",0,0,0,0,0,1,0,0
JOio_mntPcE,0.0,10.0,/m/03qc9zr,1,0,0,0,0,0,0,0
VxuMKb5CKI0,30.0,40.0,/m/03qc9zr,1,0,0,0,0,0,0,0
Yq0uNgi-DBM,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
f7kuQ4sKzQo,120.0,130.0,"/g/122z_qxw,/m/09x0r,/m/0g6b5,/t/dd00128",0,0,0,1,0,0,0,0
9xWCpsfgg1M,30.0,40.0,/m/03qc9zr,1,0,0,0,0,0,0,0
pxBP51p61Ek,90.0,100.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
h-yvgtw7Rbs,10.0,20.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
3ITCIknUFi4,2.0,12.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
R5FXBT_MEBw,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
54-mSyX4mLs,30.0,40.0,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y",0,0,0,0,0,0,0,0
XwTzGSMIJsY,0.0,10.0,/m/0c3f7m,0,0,0,0,0,0,0,1
QBJOct9zi8w,120.0,130.0,/m/032s66,0,0,0,0,1,0,0,0
pPONx7yp19E,30.0,40.0,"/m/012ndj,/m/07r04,/m/07yv9",0,0,0,0,0,0,1,0
-jCjwUJU0aY,10.0,20.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
XuQCBN2WtjM,240.0,250.0,"/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
hfzLvct2JgI,30.0,40.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
4uELM7HLX3M,30.0,40.0,"/m/01v1d8,/m/04rlf",0,0,0,0,0,0,0,0
SHzg5GBONW8,430.0,440.0,"/m/04rlf,/m/07p6fty,/t/dd00127",0,1,0,0,0,0,0,0
YImX9z4iSS8,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
BcApZzNFy3M,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
HeWFUIAsy0Q,17.0,27.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
dO09P7vAAVY,80.0,90.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
cMetel1RXVo,250.0,260.0,"/m/015lz1,/m/04rlf,/m/064t9,/m/07p6fty,/t/dd00127",0,1,0,0,0,0,0,0
bC2ft36Boow,590.0,600.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
bT1AKJQ6q40,120.0,130.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
jYs055b_Teo,10.0,20.0,"/m/012f08,/m/03j1ly,/m/04qvtq,/m/07yv9,/m/0k4j",0,0,0,0,0,0,1,0
8GOfJqoCEEw,50.0,60.0,"/m/03qtwd,/t/dd00135",0,1,0,0,0,0,0,0
vRPnjvPlP1s,20.0,30.0,"/m/014zdl,/m/04rlf,/m/09x0r",0,0,0,1,0,0,0,0
Ti3QN4yxDJY,60.0,70.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00127",0,1,0,0,0,0,0,0
AFY3Mn_j0e8,30.0,40.0,/m/02mfyn,0,0,0,0,0,0,0,1
22mf1XkVue4,0.0,9.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
_RwrgZekCAk,6.0,16.0,/m/012ndj,0,0,0,0,0,0,1,0
DNcsyBseKWQ,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
5_iCivwaKQs,30.0,40.0,"/m/02lkt,/m/04rlf,/m/07s72n",0,0,0,0,0,0,0,0
oWW_40nvK_g,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
NJHxX-r5oHE,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/03kmc9,/m/04qvtq,/m/0dgbq",0,0,0,0,0,0,1,0
jEhy3BudrGU,0.0,10.0,/m/0463cq4,0,0,1,0,0,0,0,0
i4TQmT6h_4I,0.0,10.0,"/m/07pp_mv,/t/dd00125",0,0,0,0,0,0,0,1
Br5Qyd2ZOgY,0.0,7.0,"/m/014zdl,/m/09x0r",0,0,0,1,0,0,0,0
kmiRFMZtLdM,0.0,10.0,"/m/04qvtq,/m/07yv9,/m/09x0r,/m/0k4j",0,0,0,0,0,0,1,0
ZZchMibILHg,10.0,20.0,"/m/03qc9zr,/m/0463cq4,/m/09x0r,/m/0ytgt",1,0,1,0,0,0,0,0
AJGVYfrHgZo,30.0,40.0,/m/032s66,0,0,0,0,1,0,0,0
Rtel5iGCPO8,40.0,50.0,"/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
aYV981DLt_A,0.0,10.0,/m/03qc9zr,1,0,0,0,0,0,0,0
8ClpqdlMMTE,50.0,60.0,"/m/0463cq4,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk",0,0,1,0,0,0,0,0
lGybmjt48aQ,80.0,90.0,"/m/014zdl,/m/04rlf,/m/09x0r",0,0,0,1,0,0,0,0
4xf8wsy94EU,0.0,10.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
IJv3GeC64po,180.0,190.0,"/m/01y3hg,/m/09x0r",0,0,0,0,0,0,0,1
Waljosxqz0Y,0.0,10.0,/m/039jq,0,0,0,0,0,1,0,0
I560vPeGZo0,12.0,22.0,"/m/030rvx,/m/07pp_mv",0,0,0,0,0,0,0,1
UNadCiXCqZY,30.0,40.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
GD4H4KcRnBI,30.0,40.0,/m/03qc9zr,1,0,0,0,0,0,0,0
W8xLvOFUKBc,30.0,40.0,/m/04qvtq,0,0,0,0,0,0,1,0
ZMOOq7ApG0M,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
noMVXZW0nFM,20.0,30.0,"/m/0463cq4,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ytgt,/t/dd00002,/t/dd00129",0,0,1,0,0,0,0,0
0-KeN5sfo-M,21.0,31.0,/m/0g6b5,0,0,0,1,0,0,0,0
uVD9bLC2HUk,570.0,580.0,"/m/032s66,/m/04rlf",0,0,0,0,1,0,0,0
Q5h3QOo851o,30.0,40.0,"/m/014zdl,/m/09x0r",0,0,0,1,0,0,0,0
